,course_name,course_rating,earn_skills,course_link,institution,metadata
69,Foundations of Digital Marketing and E-commerce,4.6,"Skills you'll gain: Digital Marketing, Marketing, E-Commerce, Strategy, Data Analysis, Social Media",Foundations of Digital Marketing and E-commerce,Google,Beginner Course 1 - 4 Weeks
70,Meta React Native,4.6,"Skills you'll gain: React (web framework), Javascript, Mobile Development, Mobile Development Tools, Web Development, HTML and CSS, Front-End Web Development, Web Development Tools, Application Development, Computer Programming, Programming Principles, User Experience, Web Design, Software Engineering Tools, SQL, Software Engineering, Agile Software Development, Collaboration, Data Management, Human Computer Interaction, Interactive Design, Linux, Product Design, Product Lifecycle, Project Management",Meta React Native,Meta,Beginner Specialization 3 - 6 Months
71,Introduction to Finance and Accounting,4.6,"Skills you'll gain: Accounting, Finance, Financial Accounting, General Accounting, Financial Analysis, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Cost Accounting, Account Management, Cash Management, Estimation, Decision Making, Investment Management, Taxes, Budget Management, Management Accounting, Problem Solving, Business Analysis, Mathematical Theory & Analysis, Mathematics, Data Analysis, Strategy and Operations",Introduction to Finance and Accounting,University of Pennsylvania,Beginner Specialization 3 - 6 Months
72,AI For Business,4.7,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",AI For Business,University of Pennsylvania,Beginner Specialization 3 - 6 Months
73,Business and Financial Modeling,4.7,"Skills you'll gain: Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Data Analysis Software, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Accounts Payable and Receivable, Computer Programming",Business and Financial Modeling,University of Pennsylvania,Beginner Specialization 3 - 6 Months
74,Machine Learning Engineering for Production (MLOps),4.7,"Skills you'll gain: Machine Learning, Applied Machine Learning, Tensorflow, Python Programming, Statistical Programming, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Cloud Infrastructure, Google Cloud Platform, Other Cloud Platforms and Tools, Performance Management, Kubernetes, Leadership and Management",Machine Learning Engineering for Production (MLOps),DeepLearning.AI,Advanced Specialization 3 - 6 Months
75,Meta Android Developer,4.7,"Skills you'll gain: Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Data Management, Data Structures, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, SQL, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",Meta Android Developer,Meta,Beginner Professional Certificate 3 - 6 Months
76,Meta Back-End Developer,4.7,"Skills you'll gain: Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",Meta Back-End Developer,Meta,Beginner Professional Certificate 3 - 6 Months
77,Meta iOS Developer,4.7,"Skills you'll gain: Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",Meta iOS Developer,Meta,Beginner Professional Certificate 3 - 6 Months
78,DeepLearning.AI TensorFlow Developer,4.7,"Skills you'll gain: Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Network Model, Statistical Machine Learning, Statistical Analysis",DeepLearning.AI TensorFlow Developer,DeepLearning.AI,Intermediate Professional Certificate 3 - 6 Months
79,Foundations of User Experience (UX) Design,4.7,"Skills you'll gain: User Experience, User Experience Design, User Research, Product Development",Foundations of User Experience (UX) Design,Google,Beginner Course 1 - 4 Weeks
80,Play It Safe: Manage Security Risks,4.7,"Skills you'll gain: Computer Security Incident Management, Leadership and Management, Risk Management",Play It Safe: Manage Security Risks,Google,Beginner Course 1 - 4 Weeks
81,Natural Language Processing,4.7,"Skills you'll gain: Natural Language Processing, Machine Learning, Python Programming, Statistical Programming, Artificial Neural Networks, Deep Learning, Probability & Statistics, Statistical Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, General Statistics, Human Learning",Natural Language Processing,DeepLearning.AI,Intermediate Specialization 3 - 6 Months
82,Prompt Engineering for ChatGPT,4.7,"Skills you'll gain: Creativity, Problem Solving, Writing",Prompt Engineering for ChatGPT,Vanderbilt University,Beginner Course 1 - 3 Months
83,Project Initiation: Starting a Successful Project,4.7,"Skills you'll gain: Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning",Project Initiation: Starting a Successful Project,Google,Beginner Course 1 - 4 Weeks
84,Microsoft 365 Fundamentals,4.7,"Skills you'll gain: Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Business Communication, Collaboration, Data Model, Computer Graphic Techniques, Research and Design, Statistical Visualization, Writing, Data Analysis Software, Graphic Design, Operational Analysis, Databases, Marketing Design, Product Design, Leadership and Management, Software Engineering Tools",Microsoft 365 Fundamentals,Microsoft,Beginner Specialization 3 - 6 Months
85,Meta Database Engineer,4.7,"Skills you'll gain: SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Leadership and Management, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",Meta Database Engineer,Meta,Beginner Professional Certificate 3 - 6 Months
86,HRCI Human Resource Associate,4.7,"Skills you'll gain: Benefits, Compensation, Employee Relations, Leadership and Management, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",HRCI Human Resource Associate,HRCI,Beginner Professional Certificate 3 - 6 Months
87,Google Business Intelligence,4.7,"Skills you'll gain: Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",Google Business Intelligence,Google,Advanced Professional Certificate 3 - 6 Months
88,Ask Questions to Make Data-Driven Decisions,4.7,"Skills you'll gain: Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",Ask Questions to Make Data-Driven Decisions,Google,Beginner Course 1 - 4 Weeks
89,SAP Technology Consultant,4.7,"Skills you'll gain: Leadership and Management, Strategy and Operations, Cloud-Based Integration, Business Analysis, Business Transformation, Business Process Management, Cloud Applications, Strategy, Customer Analysis, Planning, Project Management, Business Intelligence, Software As A Service, Supply Chain and Logistics, Cloud Standards, Cloud Computing, Network Architecture, Software Architecture, System Software, Communication",SAP Technology Consultant,SAP,Beginner Professional Certificate 3 - 6 Months
90,Become a CBRS Certified Professional Installer by Google,4.7,"Skills you'll gain: Communication, SAS (Software), Regulations and Compliance, Systems Design, System Security, Network Architecture, Process Analysis, Training, Decision Making, Operating Systems, Leadership and Management",Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,Mixed Course 1 - 3 Months
