job_post,company,company_rating,company_review,exp_required,salary_offered,job_location,job_description,required_skills,posted_on,
Senior Software Developer,Siemens,4.2,5124 Reviews,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,Experienced in Agile\Scrum development process is preferredProgramming language skills ...,"consulting
senior
microsoft windows
software
debugging
coding
architectural design
wpf",30+ Days Ago,
DevOps Engineer,Siemens,4.2,5124 Reviews,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,". Strong knowledge on basics of configuration Management process, hands-on experience o...","management
consulting
control
analytics
monitoring
version control
configuration management
analytical",30+ Days Ago,
Specialist 2,PwC,3.7,4513 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,would be preferred . . Good written and verbal communication skills . Experience workin...,"valuation analysis
capital iq
iq
cash flow
analytical
modeling
financial modelling
analytics",30+ Days Ago,
Associate,PwC,3.7,4513 Reviews,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,. . . . . . . Education and Experience . . . . Freshly Qualified / 0-2 years of work ex...,"gaap
transfer pricing
assurance
analytics
auditing
ifrs
pricing
law",30+ Days Ago,
Software Engineer,Infineon,4.1,106 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,Exposure to Unix/ Linux Platforms . . Preferably having working knowledge in Perl/ Pyth...,"programming
python
object oriented programming
xml
program
software
software engineering
coding",30+ Days Ago,
Intern,Muthoot Finance,3.6,2490 Reviews,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,They are required to manage all aspects of customer relationships . . . . Corporate sal...,Intern,30+ Days Ago,
Trade and Transaction Operator,Deutsche Bank,4.2,2028 Reviews,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,Deliver daily assigned productivity target by meeting the required quality score . . Mu...,"ta
mortgage
microsoft
us mortgage
trade
servicing
tas
operating",30+ Days Ago,
"Reference Data Analyst, NCT",Deutsche Bank,4.2,2028 Reviews,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,Your skills and experience: . . 0-5 years of relevant work experience within corporate ...,"finance
data
remediation
management
research
data management
sql
reference data",30+ Days Ago,
Corporate Action and Income,Deutsche Bank,4.2,2028 Reviews,0-3 Yrs,Not disclosed,Bangalore/Bengaluru,S/He is responsible for processing and ensuring 100% accuracy on Income/Dividends activ...,"training
financial services
stock reconciliation
training and development
finance
customer care
stock
service orientation",30+ Days Ago,
Supply Chain Analytics,Genpact,4,20687 Reviews,4-6 Yrs,Not disclosed,Bangalore/Bengaluru,Inviting applications for the role of Supply Chain AnalyticsWe are looking for a Supply...,"S&OP
Demand planning
forecasting
s
sales and operations planning
machine
analytics
planning",8 Days Ago,
Staff Software Engineer - Full stack development,Baker Hughes,4.2,327 Reviews,3-7 Yrs,Not disclosed,"Mumbai, Pune",Required Qualifications . . . . Bachelors Degree in Computer Science or STEM Majors (Sc...,"data
html
fullstack development
scrum
full stack
stack
automation
sql",30 Days Ago,
Coforge is hiring Java Full-stack Professionals,Coforge,3.7,1275 Reviews,4-9 Yrs,Not disclosed,"Mumbai (All Areas), Pune, Bangalore/Bengaluru, Delhi / NCR",Good problem-solving skills,"java
angularjs
full stack
react.js
hiring",30 Days Ago,
Technical Officer/Senior Technical Officer,Airworks,3.6,70 Reviews,2-3 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru","Prepare AMP including schedules, Work packages, Minimum Equipment List (MEL) and Airwor...","aeronautical
aviation
engineering
packaging
technical publication
auditing
aeronautical engineering
aircraft maintenance",30+ Days Ago,
Job |People soft FSCM - Finance supply chain management,Hexaware Technologies,3.7,3371 Reviews,6-10 Yrs,Not disclosed,"Hybrid - Mumbai (All Areas), Pune, Chennai","Good Understanding Peoplesoft FSCM modules like Accounts Payables, Accounts Receivables...","supply chain management
peoplesoft
finance
supply
supply chain
fscm
management
soft",30+ Days Ago,
SQL Database Administrator,Tata Consultancy Services (TCS),3.9,53133 Reviews,2-6 Yrs,Not disclosed,"Mumbai (All Areas), Pune, Delhi / NCR",Experience in code deployments & migrations. . Good understanding of deployment from De...,"database administration
server
serv
administration
sql
sql server
dbms
sql database",30+ Days Ago,
Sales Executive,Neilsoft,3.6,189 Reviews,1-4 Yrs,Not disclosed,"Mumbai, Pune, Bangalore/Bengaluru","Experience in selling engineering solutions such as CAD, CAM, CAE, Collaboration, Cloud...","sales
data collection
application
sales executive activities
data analytics
application software
ms office
ms office tools",30+ Days Ago,
"Software Engineering Analyst - Java, Node JS",Baker Hughes,4.2,327 Reviews,3-6 Yrs,Not disclosed,"Mumbai, Pune",. Fuel your passion . . To be successful in this role you will: . . Have 3-6 yrs experi...,"management
node.js
application software
data structures
node
java
dom
sdlc",30+ Days Ago,
Duckcreek Claims Tester,Coforge,3.7,1275 Reviews,3-6 Yrs,Not disclosed,"Noida, Kolkata, Mumbai, Pune, Greater Noida, Bangalore/Bengaluru",Well versed with Manual and Automated TestingExperience and Knowledge of US Property an...,"duck creek
automation
tracking
defect tracking
software testing
c
manual
workflow",30+ Days Ago,
Mainframe Developer,Hexaware Technologies,3.7,3371 Reviews,3-8 Yrs,Not disclosed,"Mumbai (All Areas), Pune, Chennai",Job Description: Consultant should have an extensive experience in IBM Mainframe techno...,"Db2
Cics
cobol
dbms
mainframes
mainframe production support
vsam
jcl",24 Days Ago,
Asp.Netcore With Microservices opportunity @ Pune,Intelliswift,4,158 Reviews,6-11 Yrs,15-25 Lacs PA,"Hybrid - Mumbai (All Areas), Pune","Desired Candidate Profile . . Must Have skills : .NET Core, ASP.NET, C#, Cloud Services...","microservices
.net
.net core
core",8 Days Ago,
Manager - IT SAP MM Lead(Mumbai/Pune),Parksons,4.1,217 Reviews,6-8 Yrs,10-14 Lacs PA,"Mumbai (All Areas), Pune","Job Description: - Designation: Manager IT, SAP MM lead reporting to VP IT Location: Mu...","management
materials
sap mm module
mm module
sap mm
material management
sap
mm",8 Days Ago,
Lead / Sr. Developer / Developer - .net & fullstack,Hexaware Technologies,3.7,3371 Reviews,4-9 Yrs,Not disclosed,"Hybrid - Mumbai (All Areas), Pune, Chennai",Roles and Responsibilities 4-12 years of experience in software development with extens...,".netcore
ASP.Net
ci/cd
.net
web api
web technologies
.net core
react.js",24 Days Ago,
Plastic Design Engineer,BAJAJ ELECTRICAL LTD,4.1,1857 Reviews,1-4 Yrs,4-7 Lacs PA,"Mumbai (All Areas), Pune",Plastic Product desing. . Should be proficient with CREO Solid & surface modelling. . H...,"surface modeling
creo
Surface Design
Home Appliances
plastic
plastic injection molding
surface
moulds",12 Days Ago,
SCADA & Interface Engineer,Quality Engineering Software Technologies Pvt. Ltd.,3.7,1036 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"Excellent programming skills in C / C++, Java or other related language, as required . ...","engineering
energy management
program
c++
sql
scada
programming
engineering services",2 Days Ago,
Integration & Testing Engineer,Quality Engineering Software Technologies Pvt. Ltd.,3.7,1036 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"Engineer, Master or bachelor s degree from an accredited university or college . PowerS...","perl
test engineering
postgresql
integration
troubleshooting
cloud computing
software testing
oracle",2 Days Ago,
Therapy Business Manager- Metabolics,Abbott,4.2,2240 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Prescription audit for brands and other competitors brands . To create and update custo...,"brand
management
marketing strategy
branding
merchandising
marketing
planning
customer service",2 Days Ago,
Software Engineer III,NCR Corporation,4.1,1013 Reviews,7-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Qualifications: . 7+ years of software engineering experience in a multi-national compa...,"software
wpf
scrum
application development
application
recruitment
linq
wcf",2 Days Ago,
Workday Training Specialist,Hitachi Ltd.,4.1,368 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,"5-7 years corporate training experience, with a background in end user system training ...","Corporate training
HR Executive
Instructor
Healthcare
microsoft
Continuous improvement
Powerpoint
Japanese",2 Days Ago,
Sr Engineering Manager - RM/FMECA,Hitachi Ltd.,4.1,368 Reviews,10-14 Yrs,Not disclosed,Hyderabad/Secunderabad,Excellent communication and interpersonal skills are required .,"engineering
product management
rm
fmeca
engineering management
performance
postgresql
japanese",2 Days Ago,
SAP SD,Hitachi Ltd.,4.1,368 Reviews,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Excellent analytical and problem solving skills Project / team management experience . ...,"analysis
sd
test cases
saps
sap erp
team
ale
analytical",2 Days Ago,
MS Dynamics CRM Technical,Hitachi Ltd.,4.1,368 Reviews,3-9 Yrs,Not disclosed,Hyderabad/Secunderabad,Customize OOB CRM Reports and develop custom SSRS reports as defined by the requirement...,"technical
mvc
ssrs
ssis
jquery
javascript
microsoft dynamics
crm",2 Days Ago,
MS Dynamics 365 AX Finance Functional,Hitachi Ltd.,4.1,368 Reviews,5-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Should have 5-12years of experience in Dynamics AX 2012 & D365 F&O Gathering Business r...,"functional testing
workflow
acceptance testing
case
functional analysis
finance
test scenarios
microsoft",2 Days Ago,
Java Fullstack (Java Backend Angular) - Junior (gDC),Hitachi Ltd.,4.1,368 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"Experience with HTML, CSS in using JavaScript Frameworks to Build Single Page Web Appli...","html
healthcare
gdc
sql
javascript
java fullstack
financial services
angular",2 Days Ago,
Inside Sales consultant,Hitachi Ltd.,4.1,368 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Highly motivated self-starter with competitive personality and strong attention to deta...,"material planning
management
crm
healthcare
technology
solution sales
technology management
packaging",2 Days Ago,
Migration Consultant,Hitachi Ltd.,4.1,368 Reviews,8-12 Yrs,Not disclosed,Hyderabad/Secunderabad,. Should possess very good written & verbal communication skills along with impactful p...,"management
team management
cisco
healthcare
aix
disaster recovery
emc
migration",2 Days Ago,
Migration Architect,Hitachi Ltd.,4.1,368 Reviews,8-12 Yrs,Not disclosed,Hyderabad/Secunderabad,. Should possess very good written & verbal communication skills along with impactful p...,"management
team management
cisco
healthcare
aix
disaster recovery
emc
migration",2 Days Ago,
GOP/ASCP SCM Functional Consultant,Hitachi Ltd.,4.1,368 Reviews,6-12 Yrs,Not disclosed,Hyderabad/Secunderabad,"Must have very good functional knowledge on the Bill Of Materials (BOM Structure, BOM R...","japanese
functional
scm
order fulfillment
packaging
inventory
routing
order management",2 Days Ago,
F&O Technical New Consultant,Hitachi Ltd.,4.1,368 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,Demonstrates strong coding skill using Dynamics AX X++ and its related technologies / t...,"workflow
f#
sql azure
technical
application lifecycle management
microsoft azure
unit
life cycle",2 Days Ago,
Java - Senior Software Engineer - Bangalore,Wipro,3.9,24792 Reviews,5-10 Yrs,Not disclosed,Temp. WFH - Bangalore/Bengaluru,"Works with Delivery Lead, Release Support Leads, and Scrum Masters to facilitate succes...","spring boot
java
boot
spring
senior
software",9 Days Ago,
EY is hiring For NFT ( Non functional Tester) Engineer/Tester,EY,3.7,6948 Reviews,5-7 Yrs,Not disclosed,"Hybrid - Chennai, Bangalore/Bengaluru",Knowledge / experience of payment applications (GPP / MassPay) and utilities will add a...,"GUI Testing
non functional testing
peak load
MQM
Db Queries
management
jira
failover",9 Days Ago,
Executive Assistant,Pace Digitek Infra Pvt Ltd,3.7,154 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru(Kumbalgodu),Female candidates preferred Requirement: . . Should be good in Communication . Minimum ...,"EA
executive support
assistance",9 Days Ago,
"Team Leader, Operations - Bangalore",Concentrix,4,15903 Reviews,3-8 Yrs,Not disclosed,Bangalore/Bengaluru,Attend required manager development training Education GraduationLooking for candidates...,"Team Management
Attrition Control
Shrinkage
Attrition
CSAT
management
team coaching
operations",9 Days Ago,
Informatica Developer,Trigent Software,3.7,299 Reviews,3-8 Yrs,7.5-17 Lacs PA,Hybrid - Bangalore/Bengaluru,Exp: 3+ yearsNotice Period: 20 - 25 DaysMode: HybridMandate Skills: Informatica Power c...,"Iics
scripting
shell scripting
development
powercenter
informatica
informatica powercenter
informatica development",9 Days Ago,
Finance Executive,Pace Digitek Infra Pvt Ltd,3.7,154 Reviews,2-7 Yrs,3-4 Lacs PA,Bangalore/Bengaluru(Kumbalgodu),Minimum 2+ years of experience required. . Should be a team player . . Good in communic...,"Finance And Accounts
finance
finance function
accounting
functional",9 Days Ago,
Counter Due Diligence - KPMG Bangalore,KPMG India,3.8,4148 Reviews,1-5 Yrs,"50,000-3 Lacs PA",Hybrid - Bangalore/Bengaluru,"Good communication skills to interact cross-functionally and / or with seniors, with an...","secondary research
profiling
company
company profiling
diligence
due diligence
secondary
research",9 Days Ago,
Senior Executive - Content Writer,Akshaya Patra Foundation,4.2,333 Reviews,4-9 Yrs,5-7 Lacs PA,Bangalore/Bengaluru(Yeshwanthpur),"Support the development, review, adaptation and editing of other content (based on need...","Content Writing
creative writing
seo
seo writing
blog writing
content creation
content strategy
marketing",9 Days Ago,
Executive,Infosys,3.9,30272 Reviews,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Ensure effective root cause analysis of non-conformances and implementation of appropri...,"HSE Documentation
training
hse management
hse
documentation
management
hse training",9 Days Ago,
Java Technical Lead,Philips,4,1051 Reviews,9-14 Yrs,27.5-37.5 Lacs PA (Including Variable: 15.0%),Hybrid - Bangalore/Bengaluru(Yelahanka),"Roles and Responsibilities:Own and implement, deliver assigned modules along with the t...","Java
Core Java
Cloud Technologies
Restfui Web Services
Spring Boot
spring
spring microservices
core",Women candidates preferred,
Assistant Chef - (South Indian Dishes) - Akshaya Patra - Jigani,Akshaya Patra Foundation,4.2,333 Reviews,2-3 Yrs,Not disclosed,Bangalore/Bengaluru(Jigani),Education and Experience : Any Graduate or relevant degree in Hotel Management with at ...,"BHM
Menu Planning
hotel management
south indian
management
food production
production
commis",9 Days Ago,
